,MUNICIPIOS,latitude,longitude,SISTEMAS_GD,POTÊNCIA (w),N_MOD,TOTAL PESO (kg),TOTAL VIDRO (kg),TOTAL ALUMÍNIO (kg),TOTAL SILÍCIO (kg),TOTAL POLÍMERO (kg),TOTAL ZINCO (kg),TOTAL CHUMBO (kg),TOTAL COBRE (kg),TOTAL PRATA (kg)
172,Ipixuna,-7.04791,-71.6934,2,807.0,1340.0,630.0,466.20000000000005,63.0,18.9,40.95,0.756,0.63,3.7800000000000002,0.0378
173,Anori,-3.74603,-61.6575,5,36845.0,137534.0,1485.0,1098.9,148.5,44.55,96.525,1.7819999999999998,1.485,8.91,0.0891
174,Itapiranga,-2.74081,-58.0293,485,889.0,1497.0,357950.0,264883.0,35795.0,10738.5,23266.75,429.53999999999996,357.95,2147.7,21.477
175,Itapiranga,-27.1659,-53.7166,485,1652.0,2940.0,357950.0,264883.0,35795.0,10738.5,23266.75,429.53999999999996,357.95,2147.7,21.477
176,Silves,-2.81748,-58.248,1,773.0,1198.0,280.0,207.2,28.0,8.4,18.2,0.33599999999999997,0.28,1.68,0.0168
177,Tapauá,-5.62085,-63.1808,2,6554.0,12164.0,2415.0,1787.1000000000001,241.5,72.44999999999999,156.97500000000002,2.8979999999999997,2.415,14.49,0.1449
178,Careiro da Várzea,-3.314,-59.5557,2,2478.0,5964.0,945.0,699.3,94.5,28.35,61.425,1.134,0.9450000000000001,5.67,0.0567
179,Barreirinha,-2.79886,-57.0679,3,5967.0,11043.0,6335.0,4687.900000000001,633.5,190.04999999999998,411.77500000000003,7.601999999999999,6.335,38.01,0.3801
180,Fonte Boa,-2.52342,-66.0942,1,555.0,1016.0,3675.0,2719.5,367.5,110.25,238.875,4.409999999999999,3.6750000000000003,22.05,0.2205
181,Uarini,-2.99609,-65.1133,1,8749.0,25386.0,980.0,725.2,98.0,29.4,63.7,1.176,0.98,5.88,0.0588
182,Beruri,-3.89874,-61.3616,1,493.0,1297.0,735.0,543.9,73.5,22.05,47.775,0.8819999999999999,0.735,4.41,0.0441
183,Maués,-3.39289,-57.7067,4,6504.0,12507.0,2730.0,2020.1999999999998,273.0,81.9,177.45,3.276,2.73,16.38,0.1638
184,Envira,-7.43789,-70.0281,1,22870.0,70000.0,1015.0,751.1,101.5,30.45,65.97500000000001,1.218,1.0150000000000001,6.09,0.0609
185,Tefé,-3.36822,-64.7193,6,428.0,772.0,3045.0,2253.3,304.5,91.35,197.925,3.654,3.045,18.27,0.1827
186,Autazes,-3.58574,-59.1256,2,461.0,753.0,1610.0,1191.4,161.0,48.3,104.65,1.932,1.61,9.66,0.0966
187,Japurá,-23.4693,-52.5557,318,3792.0,6218.0,184465.0,136504.1,18446.5,5533.95,11990.225,221.35799999999998,184.465,1106.79,11.0679
188,Japurá,-1.88237,-66.9291,318,1418.0,2244.0,184465.0,136504.1,18446.5,5533.95,11990.225,221.35799999999998,184.465,1106.79,11.0679
189,Itamarati,-6.43852,-68.2437,1,1424.0,3318.0,315.0,233.1,31.5,9.45,20.475,0.37799999999999995,0.315,1.8900000000000001,0.0189
190,Barcelos,-0.983373,-62.9311,2,614.0,1149.0,1260.0,932.4,126.0,37.8,81.9,1.5119999999999998,1.26,7.5600000000000005,0.0756
191,Macapá,0.034934,-51.0694,2553,1049.0,1801.0,2197266.0,1625976.84,219726.6,65917.98,142822.29,2636.7192,2197.266,13183.596,131.83596
192,Tartarugalzinho,1.50652,-50.9087,7,910.0,1645.0,6846.0,5066.04,684.6,205.38,444.99,8.2152,6.846,41.076,0.41076
193,Porto Grande,0.71243,-51.4155,10,393.0,1022.0,18185.0,13456.9,1818.5,545.55,1182.025,21.822,18.185,109.11,1.0911
194,Amapá,2.05267,-50.7957,4,2633.0,7363.0,1776.0,1314.24,177.60000000000002,53.28,115.44,2.1311999999999998,1.776,10.656,0.10656
195,Ferreira Gomes,0.857256,-51.1795,10,8719.0,25568.0,6959.0,5149.66,695.9000000000001,208.76999999999998,452.33500000000004,8.3508,6.959,41.754000000000005,0.41754
196,Vitória do Jari,-0.938,-52.424,5,241.0,405.0,4710.0,3485.4,471.0,141.29999999999998,306.15000000000003,5.651999999999999,4.710000000000001,28.259999999999998,0.2826
197,Laranjal do Jari,-0.804911,-52.453,83,2956.0,5101.0,63254.0,46807.96,6325.400000000001,1897.62,4111.51,75.9048,63.254,379.524,3.79524
198,Santana,-12.9792,-44.0506,567,59.0,128.0,329674.0,243958.76,32967.4,9890.22,21428.81,395.6088,329.67400000000004,1978.044,19.78044
199,Santana,-0.045434,-51.1729,567,940.0,1449.0,329674.0,243958.76,32967.4,9890.22,21428.81,395.6088,329.67400000000004,1978.044,19.78044
200,Pedra Branca do Amapari,0.777424,-51.9503,2,492.0,1050.0,2995.0,2216.3,299.5,89.85,194.675,3.5939999999999994,2.9949999999999997,17.970000000000002,0.17970000000000003
201,Mazagão,-0.11336,-51.2891,14,2710.0,6319.0,6185.0,4576.9,618.5,185.54999999999998,402.02500000000003,7.421999999999999,6.1850000000000005,37.11,0.3711
202,Oiapoque,3.84074,-51.8331,6,123.0,389.0,5355.0,3962.7000000000003,535.5,160.65,348.075,6.425999999999999,5.355,32.13,0.32130000000000003
203,Itaubal,0.602185,-50.6996,1,724.0,1148.0,490.0,362.6,49.0,14.7,31.85,0.588,0.49,2.94,0.0294
204,Calçoene,2.50475,-50.9512,2,29.0,44.0,1015.0,751.0999999999999,101.5,30.450000000000003,65.975,1.218,1.0150000000000001,6.09,0.060899999999999996
205,Ilhéus,-14.793,-39.046,1371,3829.0,7448.0,742624.0,549541.76,74262.4,22278.719999999998,48270.560000000005,891.1487999999999,742.624,4455.744,44.55744
206,São Desidério,-12.3572,-44.9769,267,440.0,700.0,319298.0,236280.52,31929.8,9578.94,20754.37,383.15759999999995,319.298,1915.788,19.15788
207,Eunápolis,-16.3715,-39.5821,1209,348.0,542.0,767387.0,567866.38,76738.7,23021.61,49880.155,920.8643999999999,767.3870000000001,4604.322,46.04322
208,Mata de São João,-12.5307,-38.3009,984,234.0,406.0,772300.0,571502.0,77230.0,23169.0,50199.5,926.7599999999999,772.3000000000001,4633.8,46.338
209,Vitória da Conquista,-14.8615,-40.8442,3622,157.0,341.0,2049679.0,1516762.46,204967.9,61490.369999999995,133229.135,2459.6148,2049.679,12298.074,122.98074
210,Lauro de Freitas,-12.8978,-38.321,5010,259.0,608.0,2535108.0,1875979.92,253510.80000000002,76053.23999999999,164782.02000000002,3042.1295999999998,2535.108,15210.648000000001,152.10648
211,Paulo Afonso,-9.3983,-38.2216,2339,3269.0,6887.0,1113290.0,823834.6,111329.0,33398.7,72363.85,1335.9479999999999,1113.29,6679.74,66.7974
212,Catu,-12.3513,-38.3791,324,1756.0,4291.0,170939.0,126494.85999999999,17093.9,5128.17,11111.035,205.12679999999997,170.939,1025.634,10.25634
213,Porto Seguro,-16.4435,-39.0643,2249,256.0,550.0,1670389.0,1236087.8599999999,167038.9,50111.67,108575.285,2004.4668,1670.3890000000001,10022.334,100.22334000000001
214,Camaçari,-12.6996,-38.3263,6053,2483.0,4507.0,3445324.0,2549539.76,344532.4,103359.72,223946.06,4134.3888,3445.324,20671.944,206.71944000000002
215,Santo Antônio de Jesus,-12.9614,-39.2584,1281,613.0,1036.0,685982.0,507626.68,68598.2,20579.46,44588.83,823.1783999999999,685.982,4115.892,41.15892
216,Itapebi,-15.9551,-39.5329,32,328.0,500.0,20914.0,15476.359999999999,2091.4,627.42,1359.41,25.096799999999998,20.914,125.48400000000001,1.25484
217,Uruçuca,-14.5963,-39.2851,98,9691.0,18598.0,64998.0,48098.52,6499.8,1949.9399999999998,4224.87,77.99759999999999,64.998,389.988,3.89988
218,Livramento de Nossa Senhora,-13.6369,-41.8432,1052,83.0,159.0,357827.0,264791.98,35782.700000000004,10734.81,23258.755,429.39239999999995,357.827,2146.962,21.46962
219,Salvador,-12.9718,-38.5011,8202,54630.0,130516.0,5921810.0,4382139.4,592181.0,177654.3,384917.65,7106.172,5921.81,35530.86,355.3086
220,Itabuna,-14.7876,-39.2781,1290,348.0,713.0,636431.0,470958.94,63643.1,19092.93,41368.015,763.7171999999999,636.431,3818.5860000000002,38.18586
221,Irecê,-11.3033,-41.8535,1067,4931.0,9545.0,772118.0,571367.32,77211.8,23163.54,50187.67,926.5415999999999,772.118,4632.7080000000005,46.32708
222,Jaguarari,-10.2569,-40.1999,231,1259.0,3294.0,91064.0,67387.36,9106.4,2731.92,5919.16,109.2768,91.06400000000001,546.384,5.46384
223,Juazeiro,-9.41622,-40.5033,4015,53714.0,184830.0,2139462.0,1583201.88,213946.2,64183.86,139065.03,2567.3543999999997,2139.462,12836.772,128.36772
224,Luís Eduardo Magalhães,-12.0956,-45.7866,2097,1130.0,3171.0,1565516.0,1158481.84,156551.6,46965.479999999996,101758.54000000001,1878.6191999999999,1565.516,9393.096,93.93096
225,Barreiras,-12.1439,-44.9968,4476,1304.0,2010.0,2695090.0,1994366.6,269509.0,80852.7,175180.85,3234.1079999999997,2695.09,16170.54,161.7054
226,Valença,-13.3669,-39.073,924,10085.0,19699.0,598323.0,442759.02,59832.3,17949.69,38890.995,717.9875999999999,598.323,3589.938,35.89938
227,Valença,-22.2445,-43.7129,924,2082.0,4037.0,598323.0,442759.02,59832.3,17949.69,38890.995,717.9875999999999,598.323,3589.938,35.89938
228,Simões Filho,-12.7866,-38.4029,361,482.0,938.0,325963.0,241212.62,32596.3,9778.89,21187.595,391.15559999999994,325.963,1955.778,19.55778
229,Feira de Santana,-12.2664,-38.9663,6137,2213.0,5176.0,3390910.0,2509273.4,339091.0,101727.3,220409.15,4069.0919999999996,3390.91,20345.46,203.4546
230,Vera Cruz,-6.04399,-35.428,993,651.0,1138.0,584294.0,432377.56,58429.4,17528.82,37979.11,701.1528,584.294,3505.764,35.05764
231,Vera Cruz,-12.9568,-38.6153,993,78.0,125.0,584294.0,432377.56,58429.4,17528.82,37979.11,701.1528,584.294,3505.764,35.05764
232,Vera Cruz,-29.7184,-52.5152,993,648.0,1506.0,584294.0,432377.56,58429.4,17528.82,37979.11,701.1528,584.294,3505.764,35.05764
233,Vera Cruz,-22.2183,-49.8207,993,8122.0,23195.0,584294.0,432377.56,58429.4,17528.82,37979.11,701.1528,584.294,3505.764,35.05764
234,Amargosa,-13.0215,-39.602,253,289.0,555.0,161606.0,119588.44,16160.6,4848.18,10504.39,193.92719999999997,161.606,969.6360000000001,9.69636
235,Mucuri,-18.0754,-39.5565,408,398.0,664.0,211852.0,156770.48,21185.2,6355.5599999999995,13770.380000000001,254.2224,211.852,1271.112,12.711120000000001
236,Ribeira do Pombal,-10.8373,-38.5382,699,294.0,500.0,370359.0,274065.66,37035.9,11110.77,24073.335,444.4308,370.359,2222.154,22.22154
237,Guanambi,-14.2231,-42.7799,3129,21505.0,53028.0,1655144.0,1224806.56,165514.4,49654.32,107584.36,1986.1727999999998,1655.144,9930.864,99.30864
238,Maraú,-14.1035,-39.0137,161,725.0,1256.0,131898.0,97604.52,13189.800000000001,3956.94,8573.37,158.27759999999998,131.898,791.388,7.91388
239,Igaporã,-13.774,-42.7155,145,24.0,68.0,54426.0,40275.24,5442.6,1632.78,3537.69,65.3112,54.426,326.556,3.2655600000000002
240,Crisópolis,-11.5059,-38.1515,40,381.0,587.0,22154.0,16393.96,2215.4,664.62,1440.01,26.584799999999998,22.154,132.924,1.32924
241,Entre Rios,-11.9392,-38.0871,283,11035.0,21169.0,161738.0,119686.12,16173.8,4852.139999999999,10512.970000000001,194.08559999999997,161.738,970.428,9.70428
242,Entre Rios,-26.7225,-52.5585,283,37226.0,111448.0,161738.0,119686.12,16173.8,4852.139999999999,10512.970000000001,194.08559999999997,161.738,970.428,9.70428
243,Brumado,-14.2021,-41.6696,1754,2207.0,5510.0,947770.0,701349.8,94777.0,28433.1,61605.05,1137.3239999999998,947.77,5686.62,56.8662
244,Nova Soure,-11.2329,-38.4871,117,70944.0,156553.0,127862.0,94617.88,12786.2,3835.86,8311.03,153.43439999999998,127.86200000000001,767.172,7.6717200000000005
245,Nova Viçosa,-17.8926,-39.3743,337,8414.0,19829.0,194624.0,144021.76,19462.4,5838.72,12650.56,233.54879999999997,194.624,1167.744,11.67744
246,Teixeira de Freitas,-17.5399,-39.74,1773,950.0,1733.0,863512.0,638998.88,86351.2,25905.36,56128.28,1036.2143999999998,863.5120000000001,5181.072,51.81072
247,Itaberaba,-12.5242,-40.3059,824,1073.0,1731.0,352108.0,260559.92,35210.8,10563.24,22887.02,422.52959999999996,352.108,2112.648,21.12648
248,Serrinha,-6.28181,-35.5,680,39.0,80.0,369252.0,273246.48,36925.2,11077.56,24001.38,443.1024,369.252,2215.512,22.15512
249,Serrinha,-11.6584,-39.01,680,1256.0,2161.0,369252.0,273246.48,36925.2,11077.56,24001.38,443.1024,369.252,2215.512,22.15512
250,Nazaré,-13.0235,-39.0108,117,11661.0,20797.0,76299.0,56461.26,7629.9,2288.97,4959.435,91.55879999999999,76.299,457.794,4.57794
251,Nazaré,-6.37496,-47.6643,117,2568.0,4533.0,76299.0,56461.26,7629.9,2288.97,4959.435,91.55879999999999,76.299,457.794,4.57794
252,Alagoinhas,-12.1335,-38.4208,1180,2410.0,4715.0,738041.0,546150.34,73804.1,22141.23,47972.665,885.6492,738.041,4428.246,44.28246
253,Piritiba,-11.73,-40.5587,64,188.0,285.0,37234.0,27553.16,3723.4,1117.02,2420.21,44.6808,37.234,223.404,2.2340400000000002
254,Bom Jesus da Serra,-14.3663,-40.5126,14,480.0,1051.0,5145.0,3807.3,514.5,154.35,334.425,6.1739999999999995,5.145,30.87,0.30870000000000003
255,Poções,-14.5234,-40.3634,300,720.0,1304.0,134581.0,99589.94,13458.1,4037.43,8747.765000000001,161.4972,134.581,807.486,8.074860000000001
256,Santo Estêvão,-12.428,-39.2505,344,131.0,203.0,152880.0,113131.2,15288.0,4586.4,9937.2,183.456,152.88,917.28,9.1728
257,Sento Sé,-9.74138,-41.8786,174,754.0,1116.0,97808.0,72377.92,9780.8,2934.24,6357.52,117.36959999999999,97.808,586.848,5.86848
258,Barrocas,-11.5272,-39.0776,90,1480.0,2844.0,38731.0,28660.94,3873.1,1161.93,2517.515,46.477199999999996,38.731,232.386,2.32386
259,Jequié,-13.8509,-40.0877,2139,33131.0,67816.0,949984.0,702988.16,94998.40000000001,28499.52,61748.96,1139.9807999999998,949.984,5699.904,56.99904
260,Amélia Rodrigues,-12.3914,-38.7563,71,3751.0,6988.0,52384.0,38764.16,5238.4,1571.52,3404.96,62.8608,52.384,314.304,3.14304
261,Botuporã,-13.3772,-42.5163,97,1506.0,2404.0,35660.0,26388.4,3566.0,1069.8,2317.9,42.791999999999994,35.660000000000004,213.96,2.1396
262,Ubatã,-14.2063,-39.5207,102,42755.0,83868.0,67580.0,50009.2,6758.0,2027.3999999999999,4392.7,81.09599999999999,67.58,405.48,4.0548
263,Itacaré,-14.2784,-38.9959,112,2461.0,7481.0,65538.0,48498.12,6553.8,1966.1399999999999,4259.97,78.6456,65.538,393.228,3.93228
264,Antônio Cardoso,-12.4335,-39.1176,19,3941.0,6609.0,15737.0,11645.38,1573.7,472.10999999999996,1022.9050000000001,18.8844,15.737,94.422,0.9442200000000001
265,Ituberá,-13.7249,-39.1481,62,355.0,622.0,33220.0,24582.8,3322.0,996.6,2159.3,39.864,33.22,199.32000000000002,1.9932
266,Pau Brasil,-15.4572,-39.6458,32,872.0,1502.0,14121.0,10449.539999999999,1412.1,423.63,917.865,16.945199999999996,14.121,84.726,0.84726
267,São Félix do Coribe,-13.4019,-44.1837,170,568.0,965.0,208897.0,154583.78,20889.7,6266.91,13578.305,250.67639999999997,208.897,1253.382,12.53382
268,Camacan,-15.4142,-39.4919,107,3648.0,5408.0,59608.0,44109.92,5960.8,1788.24,3874.52,71.52959999999999,59.608,357.648,3.57648
269,Ipiaú,-14.1226,-39.7353,371,966.0,1519.0,210258.0,155590.91999999998,21025.8,6307.74,13666.77,252.3096,210.258,1261.548,12.61548
270,Guaratinga,-16.5833,-39.7847,84,85.0,165.0,34539.0,25558.86,3453.9,1036.17,2245.035,41.446799999999996,34.539,207.234,2.07234
271,Curaçá,-8.98458,-39.8997,132,16.0,25.0,65645.0,48577.3,6564.5,1969.35,4266.925,78.774,65.645,393.87,3.9387
272,Itabela,-16.5732,-39.5593,184,31612.0,67478.0,187790.0,138964.6,18779.0,5633.7,12206.35,225.34799999999998,187.79000000000002,1126.74,11.2674
273,Conceição do Coité,-11.56,-39.2808,449,965.0,1570.0,248978.0,184243.72,24897.8,7469.339999999999,16183.570000000002,298.7736,248.978,1493.868,14.93868
274,Laje,-13.1673,-39.4213,96,286.0,643.0,67670.0,50075.8,6767.0,2030.1,4398.55,81.204,67.67,406.02,4.0602
275,Paramirim,-13.4388,-42.2395,268,22654.0,44799.0,109332.0,80905.68,10933.2,3279.96,7106.58,131.1984,109.33200000000001,655.992,6.55992
276,Campo Formoso,-10.5105,-40.32,190,1688.0,3077.0,98806.0,73116.44,9880.6,2964.18,6422.39,118.56719999999999,98.806,592.836,5.92836
277,Euclides da Cunha,-10.5078,-39.0153,298,3222.0,5605.0,189794.0,140447.56,18979.4,5693.82,12336.61,227.75279999999998,189.794,1138.7640000000001,11.38764
278,Una,-15.2791,-39.0765,25,6057.0,12121.0,18912.0,13994.88,1891.2,567.36,1229.28,22.694399999999998,18.912,113.47200000000001,1.13472
279,Correntina,-13.3477,-44.6333,203,356.0,600.0,179335.0,132707.9,17933.5,5380.05,11656.775,215.202,179.335,1076.01,10.7601
280,Senhor do Bonfim,-10.4594,-40.1865,541,344.0,581.0,268302.0,198543.48,26830.2,8049.0599999999995,17439.63,321.96239999999995,268.302,1609.8120000000001,16.09812
281,Presidente Dutra,-11.2923,-41.9843,550,1179.0,3120.0,344582.0,254990.68,34458.2,10337.46,22397.83,413.49839999999995,344.582,2067.492,20.67492
282,Presidente Dutra,-5.2898,-44.495,550,362.0,620.0,344582.0,254990.68,34458.2,10337.46,22397.83,413.49839999999995,344.582,2067.492,20.67492
283,Itamaraju,-17.0378,-39.5386,427,3807.0,8671.0,238249.0,176304.26,23824.9,7147.469999999999,15486.185000000001,285.8988,238.249,1429.494,14.29494
284,Dom Basílio,-13.7565,-41.7677,278,31274.0,143343.0,104646.0,77438.04,10464.6,3139.38,6801.99,125.5752,104.646,627.876,6.27876
285,Caetité,-14.0684,-42.4861,828,14195.0,52174.0,404217.0,299120.58,40421.7,12126.51,26274.105,485.06039999999996,404.217,2425.302,24.25302
286,Tanhaçu,-14.0197,-41.2473,263,438.0,943.0,126920.0,93920.8,12692.0,3807.6,8249.800000000001,152.30399999999997,126.92,761.52,7.6152
287,Boa Nova,-14.3598,-40.2064,37,687.0,1131.0,16864.0,12479.36,1686.4,505.91999999999996,1096.16,20.2368,16.864,101.184,1.01184
288,Teofilândia,-11.4827,-38.9913,97,2981.0,6047.0,38422.0,28432.28,3842.2,1152.6599999999999,2497.4300000000003,46.106399999999994,38.422,230.532,2.30532
289,Cruz das Almas,-12.6675,-39.1008,431,399.0,663.0,239721.0,177393.54,23972.1,7191.63,15581.865,287.66519999999997,239.721,1438.326,14.38326
290,Barra do Choça,-14.8654,-40.5791,244,7404.0,14145.0,166367.0,123111.58,16636.7,4991.01,10813.855,199.64039999999997,166.367,998.202,9.98202
291,Alcobaça,-17.5195,-39.2036,139,15970.0,46865.0,87573.0,64804.02,8757.3,2627.19,5692.245,105.0876,87.57300000000001,525.438,5.25438
292,Xique-Xique,-10.823,-42.7245,460,6479.0,15554.0,197126.0,145873.24,19712.600000000002,5913.78,12813.19,236.55119999999997,197.126,1182.756,11.82756
293,Bom Jesus da Lapa,-13.2506,-43.4108,986,294.0,461.0,625609.0,462950.66,62560.9,18768.27,40664.585,750.7307999999999,625.609,3753.654,37.53654
294,Lençóis,-12.5616,-41.3928,72,3751.0,6749.0,45714.0,33828.36,4571.4,1371.4199999999998,2971.4100000000003,54.85679999999999,45.714,274.284,2.74284
295,São Gabriel,-30.3337,-54.3217,1904,299.0,640.0,1072368.0,793552.32,107236.8,32171.039999999997,69703.92,1286.8416,1072.368,6434.2080000000005,64.34208
296,São Gabriel,-11.2175,-41.8843,1904,136.0,205.0,1072368.0,793552.32,107236.8,32171.039999999997,69703.92,1286.8416,1072.368,6434.2080000000005,64.34208
297,Cairu,-13.4904,-39.0465,67,9116.0,16349.0,37929.0,28067.46,3792.9,1137.87,2465.385,45.514799999999994,37.929,227.574,2.27574
298,Irará,-12.0504,-38.7631,153,101.0,169.0,97716.0,72309.84,9771.6,2931.48,6351.54,117.25919999999999,97.71600000000001,586.296,5.86296
299,Jacobina,-11.1812,-40.5117,620,17620.0,39787.0,275465.0,203844.1,27546.5,8263.949999999999,17905.225000000002,330.558,275.46500000000003,1652.79,16.5279
300,Gandu,-13.7441,-39.4747,184,726.0,1185.0,94054.0,69599.95999999999,9405.4,2821.62,6113.51,112.86479999999999,94.054,564.3240000000001,5.6432400000000005
301,Ibirataia,-14.0643,-39.6459,59,1749.0,3230.0,30895.0,22862.3,3089.5,926.85,2008.1750000000002,37.074,30.895,185.37,1.8537000000000001
302,Pindaí,-14.4921,-42.686,401,209.0,385.0,121952.0,90244.48,12195.2,3658.56,7926.88,146.3424,121.952,731.712,7.31712
303,Muritiba,-12.6329,-38.9921,110,48023.0,134057.0,58364.0,43189.36,5836.400000000001,1750.92,3793.66,70.0368,58.364000000000004,350.184,3.50184
304,Ibotirama,-12.1779,-43.2167,467,533.0,1313.0,303094.0,224289.56,30309.4,9092.82,19701.11,363.71279999999996,303.094,1818.564,18.18564
305,Maragogipe,-12.776,-38.9175,56,64.0,144.0,39238.0,29036.12,3923.8,1177.1399999999999,2550.4700000000003,47.0856,39.238,235.428,2.35428
306,Ubaitaba,-14.303,-39.3222,32,5115.0,18273.0,16170.0,11965.8,1617.0,485.1,1051.05,19.403999999999996,16.17,97.02,0.9702000000000001
307,Caculé,-14.5003,-42.2229,414,1328.0,3450.0,244920.0,181240.8,24492.0,7347.599999999999,15919.800000000001,293.904,244.92000000000002,1469.52,14.6952
308,Muniz Ferreira,-13.0092,-39.1092,24,13362.0,23291.0,12772.0,9451.28,1277.2,383.15999999999997,830.1800000000001,15.326399999999998,12.772,76.632,0.76632
309,Formosa do Rio Preto,-11.0328,-45.193,195,3249.0,8385.0,178364.0,131989.36,17836.4,5350.92,11593.66,214.03679999999997,178.364,1070.184,10.70184
310,Mortugaba,-15.0225,-42.3727,85,1490.0,3491.0,45574.0,33724.76,4557.4,1367.22,2962.31,54.68879999999999,45.574,273.444,2.73444
311,Valente,-11.4062,-39.457,115,260.0,486.0,52060.0,38524.4,5206.0,1561.8,3383.9,62.471999999999994,52.06,312.36,3.1236
312,Buritirama,-10.7171,-43.6302,36,13649.0,27676.0,22114.0,16364.36,2211.4,663.42,1437.41,26.536799999999996,22.114,132.684,1.32684
313,Seabra,-12.4169,-41.7722,170,7028.0,13266.0,96401.0,71336.74,9640.1,2892.0299999999997,6266.0650000000005,115.68119999999999,96.401,578.4060000000001,5.78406
314,Biritinga,-11.6072,-38.8051,48,2056.0,4298.0,24431.0,18078.94,2443.1,732.93,1588.015,29.317199999999996,24.431,146.586,1.46586
315,Itapetinga,-15.2475,-40.2482,572,1159.0,2099.0,248046.0,183554.04,24804.6,7441.38,16122.99,297.6552,248.046,1488.276,14.88276
316,Tanque Novo,-13.5485,-42.4934,134,1566.0,2532.0,68465.0,50664.1,6846.5,2053.95,4450.225,82.15799999999999,68.465,410.79,4.1079
317,Rio de Contas,-13.5852,-41.8048,156,1714.0,3830.0,73004.0,54022.96,7300.4,2190.12,4745.26,87.6048,73.004,438.024,4.38024
318,Ipupiara,-11.8219,-42.6179,91,4523.0,9979.0,50071.0,37052.54,5007.1,1502.1299999999999,3254.6150000000002,60.08519999999999,50.071,300.426,3.00426
319,Antônio Gonçalves,-10.5767,-40.2785,20,14.0,20.0,15012.0,11108.88,1501.2,450.36,975.78,18.0144,15.012,90.072,0.90072
320,Ichu,-11.7431,-39.1905,22,200.0,330.0,11516.0,8521.84,1151.6,345.48,748.54,13.819199999999999,11.516,69.096,0.69096
321,Santa Teresinha,-12.7697,-39.5215,95,68.0,133.0,60330.0,44644.2,6033.0,1809.8999999999999,3921.4500000000003,72.39599999999999,60.33,361.98,3.6198
322,Santa Teresinha,-7.07964,-37.4435,95,447.0,690.0,60330.0,44644.2,6033.0,1809.8999999999999,3921.4500000000003,72.39599999999999,60.33,361.98,3.6198
